[DEBUG] [2021-07-06 22:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 45308c42e2bb4cd69df6e47cb5f73393, msgType : 19
[DEBUG] [2021-07-06 22:00:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ef3358a488964bf8ad884955178269d5, msgType : 19
[DEBUG] [2021-07-06 22:00:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 811a4e5f42874312bae99b1ce6304efc, msgType : 19
[DEBUG] [2021-07-06 22:00:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7bacf24d770a4ce19246038ab8767cad, msgType : 19
[DEBUG] [2021-07-06 22:00:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 57c8cf7168da4f6682d7222d183bead2, msgType : 19
[DEBUG] [2021-07-06 22:00:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4f1abe9733f34ce79470c9caed4f6ec3, msgType : 19
[DEBUG] [2021-07-06 22:00:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7a49dbfe473440c78bc7d876411df400, msgType : 19
[DEBUG] [2021-07-06 22:00:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : eaee6be9819f4febabfca37beef9fb96, msgType : 19
[DEBUG] [2021-07-06 22:00:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2bfbf10772bb4fceaccad87dd4e11536, msgType : 19
[DEBUG] [2021-07-06 22:00:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6f17a1784d934ac8a58f5a2c7051da03, msgType : 19
[DEBUG] [2021-07-06 22:00:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 35a7a75791c24921acfaf5a37b83d851, msgType : 19
[DEBUG] [2021-07-06 22:00:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b5952d15c6ef452aacba0a905d155a40, msgType : 19
[DEBUG] [2021-07-06 22:00:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 316725f8671f474784d660b6d1fda509, msgType : 19
[DEBUG] [2021-07-06 22:00:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 112799a005694d8e885dbe00f616c81c, msgType : 19
[DEBUG] [2021-07-06 22:00:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d87eef830c2b4adaaac00f7fe2bbc2b0, msgType : 19
[DEBUG] [2021-07-06 22:00:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9c17c833b63245bea23010ba82cccfed, msgType : 19
[DEBUG] [2021-07-06 22:00:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 41a8856ba6fd4f43afb90025d9caf9f8, msgType : 19
[DEBUG] [2021-07-06 22:00:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a674f5125ebf4614a073a1bcfccc205c, msgType : 19
[DEBUG] [2021-07-06 22:00:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b589a1bc1ff546dc83977069255bdee5, msgType : 19
[DEBUG] [2021-07-06 22:00:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2eca57573ae24f72a0015ff35a0778aa, msgType : 19
[DEBUG] [2021-07-06 22:00:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9f9abdcc696247b3be4035792cf93c52, msgType : 19
[DEBUG] [2021-07-06 22:00:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 412a26b760174a67b55d942a9bcffb6a, msgType : 19
[DEBUG] [2021-07-06 22:00:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7a56cd14205c4bb58ffcce7f4a4d2ccb, msgType : 19
[DEBUG] [2021-07-06 22:00:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 807b421479c94d8b92d0d7b7c142a5e4, msgType : 19
[DEBUG] [2021-07-06 22:00:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 44eda31117b84638ad7e324eff58f286, msgType : 19
[DEBUG] [2021-07-06 22:00:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9402a9f2d50a413e8d04c3d3a7b7c2ed, msgType : 19
[DEBUG] [2021-07-06 22:00:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d2232a8fcb504800afceb830d6708c45, msgType : 19
[DEBUG] [2021-07-06 22:00:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bf8cef9d59a441ca9fdccc70ab8bb970, msgType : 19
[DEBUG] [2021-07-06 22:00:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f28724496ca14800a039693e0a41e5dd, msgType : 19
[DEBUG] [2021-07-06 22:00:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 89d613b665964d448fb0f683e6cc2537, msgType : 19
[DEBUG] [2021-07-06 22:00:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4028cd4ba07d4b77aa23301d59685a48, msgType : 18
[DEBUG] [2021-07-06 22:00:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a2cc7dc89ffb492da9d49e21f4edef38, msgType : 18
[DEBUG] [2021-07-06 22:00:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 47262e74e7da430396e6eb20ebf35d35, msgType : 19
[DEBUG] [2021-07-06 22:00:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7cea76647ea84a78873c74abc2e32925, msgType : 19
[DEBUG] [2021-07-06 22:00:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 113a922df35f40a09d7fa67e3ddb05fd, msgType : 19
[DEBUG] [2021-07-06 22:00:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e84ebbf1565a42d7bca18b0ebd0e6567, msgType : 19
[DEBUG] [2021-07-06 22:00:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7d2e24c90c2f444e80aa3dfc9705cfe7, msgType : 19
[DEBUG] [2021-07-06 22:00:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 39864d499d7f40a882c8161c351338f9, msgType : 19
[DEBUG] [2021-07-06 22:00:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 03d44444ccbe4e719e9cfcee8b3eb6e4, msgType : 19
[DEBUG] [2021-07-06 22:00:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 036e5d6974af4b828d1382eb451ced81, msgType : 19
[DEBUG] [2021-07-06 22:00:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 53b0af0a136144bb8a62fb3a350a2b39, msgType : 19
[DEBUG] [2021-07-06 22:00:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8199a0db225c4f4f9c91a86b881f15d5, msgType : 19
[DEBUG] [2021-07-06 22:01:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ff710fc8188341c994ffa4a626274da2, msgType : 19
[DEBUG] [2021-07-06 22:01:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d8596efb9c4c490ebabd0576f3b0bbf3, msgType : 19
[DEBUG] [2021-07-06 22:01:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ae8e514cdc8a4e48ac75de0cb9f71a74, msgType : 19
[DEBUG] [2021-07-06 22:01:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f21965760d914c5b99df367bc81d4761, msgType : 19
[DEBUG] [2021-07-06 22:01:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ca7439cdb3ef4f6b8c36cb6d6c2f4db9, msgType : 19
[DEBUG] [2021-07-06 22:01:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fed79c9e5a3b4a5682e455074dd952ac, msgType : 19
[DEBUG] [2021-07-06 22:01:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 67e4c455bf584d329c8b3c6d46f36e95, msgType : 19
[DEBUG] [2021-07-06 22:01:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00f3af132bda4f6d823bd8a50f40052c, msgType : 19
[DEBUG] [2021-07-06 22:01:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a56bc36514274928a964c8ba96be5466, msgType : 19
[DEBUG] [2021-07-06 22:01:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 81bf837e7fe44891b6602b993cfc1293, msgType : 19
[DEBUG] [2021-07-06 22:01:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ea4a9337a5e64a23a31459791bf484bb, msgType : 19
[DEBUG] [2021-07-06 22:01:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c3abfa0a5c58424bac2c7e067dd57731, msgType : 19
[DEBUG] [2021-07-06 22:01:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b2c1f9801f82470b9655cb09a8286c61, msgType : 19
[DEBUG] [2021-07-06 22:01:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c3a84d9871ab4ca6b6ff5a7af02790cf, msgType : 19
[DEBUG] [2021-07-06 22:01:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7cb69af8a808467986f8b5f33a69e03d, msgType : 19
[DEBUG] [2021-07-06 22:01:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8cc253e21ee246578d18e574187a411f, msgType : 19
[DEBUG] [2021-07-06 22:01:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3a6f476a1210406e8eb2a1d29ac41ba0, msgType : 19
[DEBUG] [2021-07-06 22:01:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 226639a38f194ac0aaf2226b45f4064a, msgType : 19
[DEBUG] [2021-07-06 22:01:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a32441ee1ab04291a5cae0ed036f7b3d, msgType : 19
[DEBUG] [2021-07-06 22:01:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2f430dbb790e4aa3963b61ca5674eddb, msgType : 19
[DEBUG] [2021-07-06 22:01:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 77620c9d7fe3483194ea59bd14edca70, msgType : 19
[DEBUG] [2021-07-06 22:01:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 34337e97df5d4ffda659f280156b015a, msgType : 19
[DEBUG] [2021-07-06 22:01:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 86c63cde84de45ffbd1cd07a4bdb9313, msgType : 19
[DEBUG] [2021-07-06 22:01:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 76e0c279d4ef4284af6877954a8cb014, msgType : 19
[DEBUG] [2021-07-06 22:01:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2346656075c44399a1e0305e141c5130, msgType : 19
[DEBUG] [2021-07-06 22:01:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 51cd4eff066c447ca56410d7d4a51881, msgType : 19
[DEBUG] [2021-07-06 22:01:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 769e922f25ab442c872ff24b9c8087f1, msgType : 19
[DEBUG] [2021-07-06 22:01:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 59cf757993ab462aaa986448ad256bd1, msgType : 19
[DEBUG] [2021-07-06 22:01:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 666b810827ec4ce7b047d4f221d72890, msgType : 19
[DEBUG] [2021-07-06 22:01:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9cfebdb8c7124f41a39a858eeacf3a2e, msgType : 19
[DEBUG] [2021-07-06 22:01:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1bdc82d30bd8488daa08b46048a25cbd, msgType : 19
[DEBUG] [2021-07-06 22:01:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0d324139cce3446dbffc6ebcd3c5a14a, msgType : 19
[DEBUG] [2021-07-06 22:01:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1611951f1e8a4f0ba1cee9887b897069, msgType : 19
[DEBUG] [2021-07-06 22:01:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0ab54ee4371b41a5b2015a9cb2802b81, msgType : 19
[DEBUG] [2021-07-06 22:01:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e4a51fc8810a4275b435e4be9d22fe49, msgType : 19
[DEBUG] [2021-07-06 22:01:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5488fe9105504c92934abace68850f41, msgType : 19
[DEBUG] [2021-07-06 22:01:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6717bb238a9d4b3e93a001d0e176929d, msgType : 19
[DEBUG] [2021-07-06 22:01:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4ce2fbf3f6354597887eab2b7efc5a42, msgType : 19
[DEBUG] [2021-07-06 22:01:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8e348ad3e1c0420997d8d3ea615c8861, msgType : 19
[DEBUG] [2021-07-06 22:01:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 58e9f9d302494d47b5300d99228a6c7f, msgType : 19
[DEBUG] [2021-07-06 22:01:39] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin", parameters={masked}
[DEBUG] [2021-07-06 22:01:39] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-06 22:01:39] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x0e828864d37adb26b3aee1499dc2101610dca4af
[DEBUG] [2021-07-06 22:01:39] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-06 22:01:39] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-06 22:01:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1edeff4fdf8d4fb2a81662b1044d7414, msgType : 18
[DEBUG] [2021-07-06 22:01:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-06 22:01:39] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-06 22:01:39] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 390, groupId: 1
[DEBUG] [2021-07-06 22:01:39] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 390, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-06 22:01:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-06 22:01:39] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-06 22:01:39] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 390, groupId: 1
[DEBUG] [2021-07-06 22:01:39] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 390, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-06 22:01:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1edeff4fdf8d4fb2a81662b1044d7414, msgType : 4096
[DEBUG] [2021-07-06 22:01:39] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-06 22:01:39] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-06 22:01:39] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@3792c73f]
[DEBUG] [2021-07-06 22:01:39] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-06 22:01:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 64cd9db1f1684bc49d87ce18ede0a793, msgType : 19
[DEBUG] [2021-07-06 22:01:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 185fc689a9604953a005de639f264ff8, msgType : 19
[DEBUG] [2021-07-06 22:01:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4e76a6207d66424da397f4136f8ef2d7, msgType : 19
[DEBUG] [2021-07-06 22:01:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : aaf13d86c91542a9b1f72cc2383660f9, msgType : 19
[DEBUG] [2021-07-06 22:01:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2a2318b6ca0b40fbaca388f765c568e7, msgType : 19
[DEBUG] [2021-07-06 22:01:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8c0f45765ac942fe92397099e8754bd6, msgType : 19
[DEBUG] [2021-07-06 22:01:45] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin", parameters={masked}
[DEBUG] [2021-07-06 22:01:45] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-06 22:01:45] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x0e828864d37adb26b3aee1499dc2101610dca4af
[DEBUG] [2021-07-06 22:01:45] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-06 22:01:45] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-06 22:01:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d3d56dacd906451589e0fdd90f265e2f, msgType : 18
[DEBUG] [2021-07-06 22:01:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-06 22:01:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-06 22:01:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-06 22:01:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 391, groupId: 1
[DEBUG] [2021-07-06 22:01:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 391, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-06 22:01:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d3d56dacd906451589e0fdd90f265e2f, msgType : 4096
[DEBUG] [2021-07-06 22:01:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-06 22:01:46] ChannelMsgHandler.onMessage(156) |  call 
